bpm;exercise;ex_note_numb;start-stop;note_numb;note_name;onbeat;t_dt_note_on_ref;t_dt_note_off_ref;note_lng_ref;IOI_ref;prec_rest_ref;string;fret;finger;position;PC;SC;HS;hammer-on;pull-off;bending;dt_note_on;t_dt_note_on;dt_note_off;t_dt_note_off;note_lng;IOI;prec_rest;fllw_rest;velocity
120;4;128;continue;52;E3;0;122640;122880;240;240;0;6;12;1;12;0;0;0;0;0;0;108;122635;247;122882;247;208;108;12;56
120;4;129;continue;64;E4;1;122880;123120;240;240;0;4;14;3;12;0;-2;0;0;0;0;12;122894;216;123110;216;259;12;21;56
120;4;130;continue;62;D4;0;123120;123360;240;240;0;4;12;1;12;0;0;0;0;0;0;21;123131;241;123372;241;237;21;7;46
120;4;131;continue;60;C4;0;123360;123600;240;240;0;5;15;4;12;0;1;0;0;0;0;7;123379;106;123485;106;248;7;111;40
120;4;132;continue;57;A3;0;123600;123840;240;240;0;5;12;1;12;0;0;0;0;0;0;111;123596;240;123836;240;217;111;6;54
120;4;133;continue;69;A4;1;123840;124080;240;240;0;3;14;3;12;0;-2;0;0;0;0;6;123842;245;124087;245;246;6;7;83
120;4;134;continue;67;G4;0;124080;124320;240;240;0;3;12;1;12;0;0;0;0;0;0;7;124094;259;124353;259;252;7;7;86
120;4;135;continue;64;E4;0;124320;124560;240;240;0;4;14;3;12;0;1;0;0;0;0;7;124360;193;124553;193;266;7;7;51
120;4;136;continue;62;D4;0;124560;124800;240;240;0;4;12;1;12;0;0;0;0;0;0;7;124560;213;124773;213;200;7;6;33
120;4;137;continue;74;D5;1;124800;125040;240;240;0;2;15;4;12;0;-2;0;0;0;0;6;124779;256;125035;256;219;6;7;93
120;4;138;continue;72;C5;0;125040;125280;240;240;0;2;13;2;12;0;0;0;0;0;0;7;125042;240;125282;240;263;7;7;66
120;4;139;continue;69;A4;0;125280;125520;240;240;0;3;14;3;12;0;1;0;0;0;0;7;125289;225;125514;225;247;7;7;65
120;4;140;continue;67;G4;0;125520;125760;240;240;0;3;12;1;12;0;0;0;0;0;0;7;125521;213;125734;213;232;7;11;33
120;4;141;continue;79;G5;1;125760;126000;240;240;0;1;15;4;12;0;-2;0;0;0;0;11;125745;237;125982;237;224;11;7;86
120;4;142;continue;76;E5;0;126000;126240;240;240;0;1;12;1;12;0;0;0;0;0;0;7;125989;182;126171;182;244;7;83;57
120;4;143;continue;74;D5;0;126240;126480;240;240;0;2;15;4;12;0;1;0;0;0;0;83;126254;151;126405;151;265;83;78;63
120;4;144;continue;72;C5;0;126480;126720;240;240;0;2;13;2;12;0;0;0;0;0;0;78;126483;235;126718;235;229;78;7;54
120;4;145;continue;81;A5;1;126720;126960;240;240;0;1;17;4;14;2;-1;0;0;0;0;7;126725;259;126984;259;242;7;7;89
120;4;146;continue;79;G5;0;126960;127200;240;240;0;1;15;2;14;0;0;0;0;0;0;7;126991;236;127227;236;266;7;8;47
120;4;147;continue;76;E5;0;127200;127440;240;240;0;2;17;4;14;0;1;0;0;0;0;8;127235;223;127458;223;244;8;2;75
120;4;148;continue;74;D5;0;127440;127680;240;240;0;2;15;2;14;0;0;0;0;0;0;2;127460;250;127710;250;225;2;2;44
120;4;149;continue;76;E5;1;127680;127920;240;240;0;2;17;4;14;0;0;0;0;0;0;2;127712;235;127947;235;252;2;7;98
120;4;150;continue;74;D5;0;127920;128160;240;240;0;2;15;2;14;0;0;0;0;0;0;7;127954;245;128199;245;242;7;7;60
120;4;151;continue;72;C5;0;128160;128400;240;240;0;3;17;4;14;0;1;0;0;0;0;7;128206;211;128417;211;252;7;2;66
120;4;152;continue;69;A4;0;128400;128640;240;240;0;3;14;1;14;0;0;0;0;0;0;2;128419;246;128665;246;213;2;2;54
120;4;153;continue;72;C5;1;128640;128880;240;240;0;3;17;4;14;0;0;0;0;0;0;2;128667;222;128889;222;248;2;7;99
120;4;154;continue;69;A4;0;128880;129120;240;240;0;3;14;1;14;0;0;0;0;0;0;7;128896;194;129090;194;229;7;77;72
120;4;155;continue;67;G4;0;129120;129360;240;240;0;4;17;4;14;0;1;0;0;0;0;77;129167;203;129370;203;271;77;2;56
120;4;156;continue;64;E4;0;129360;129600;240;240;0;4;14;1;14;0;0;0;0;0;0;2;129372;242;129614;242;205;2;2;55
120;4;157;continue;67;G4;1;129600;129840;240;240;0;4;17;4;14;0;0;0;0;0;0;2;129616;227;129843;227;244;2;7;73
120;4;158;continue;64;E4;0;129840;130080;240;240;0;4;14;1;14;0;0;0;0;0;0;7;129850;253;130103;253;234;7;7;62
120;4;159;continue;62;D4;0;130080;130320;240;240;0;5;17;4;14;0;1;0;0;0;0;7;130110;210;130320;210;260;7;2;59
120;4;160;continue;60;C4;0;130320;130560;240;240;0;5;15;2;14;0;0;0;0;0;0;2;130322;232;130554;232;212;2;2;57
120;4;161;continue;62;D4;1;130560;130800;240;240;0;5;17;4;14;0;0;0;0;0;0;2;130556;226;130782;226;234;2;7;68
120;4;162;continue;60;C4;0;130800;131040;240;240;0;5;15;2;14;0;0;0;0;0;0;7;130789;263;131052;263;233;7;7;73
120;4;163;continue;57;A3;0;131040;131280;240;240;0;6;17;4;14;0;1;0;0;0;0;7;131059;101;131160;101;270;7;98;59
120;4;164;continue;55;G3;0;131280;131520;240;240;0;6;15;2;14;0;0;0;0;0;0;98;131258;199;131457;199;199;98;74;70
120;4;165;continue;67;G4;1;131520;131760;240;240;0;4;17;4;14;0;-2;0;0;0;0;74;131531;161;131692;161;273;74;83;67
120;4;166;continue;64;E4;0;131760;132000;240;240;0;4;14;1;14;0;0;0;0;0;0;83;131775;198;131973;198;244;83;35;60
120;4;167;continue;62;D4;0;132000;132240;240;240;0;5;17;4;14;0;1;0;0;0;0;35;132008;172;132180;172;233;35;7;44
120;4;168;continue;60;C4;0;132240;132480;240;240;0;5;15;2;14;0;0;0;0;0;0;7;132187;255;132442;255;179;7;7;58
120;4;169;continue;72;C5;1;132480;132720;240;240;0;3;17;4;14;0;-2;0;0;0;0;7;132449;241;132690;241;262;7;7;86
120;4;170;continue;69;A4;0;132720;132960;240;240;0;3;14;1;14;0;0;0;0;0;0;7;132697;256;132953;256;248;7;7;78
120;4;171;continue;67;G4;0;132960;133200;240;240;0;4;17;4;14;0;1;0;0;0;0;7;132960;118;133078;118;263;7;94;48
120;4;172;continue;64;E4;0;133200;133440;240;240;0;4;14;1;14;0;0;0;0;0;0;94;133172;212;133384;212;212;94;7;39
120;4;173;continue;76;E5;1;133440;133680;240;240;0;2;17;4;14;0;-2;0;0;0;0;7;133391;250;133641;250;219;7;7;80
120;4;174;continue;74;D5;0;133680;133920;240;240;0;2;15;2;14;0;0;0;0;0;0;7;133648;178;133826;178;257;7;94;61
120;4;175;continue;72;C5;0;133920;134160;240;240;0;3;17;4;14;0;1;0;0;0;0;94;133920;124;134044;124;272;94;77;65
120;4;176;continue;69;A4;0;134160;134400;240;240;0;3;14;1;14;0;0;0;0;0;0;77;134121;229;134350;229;201;77;7;46
120;4;177;continue;81;A5;1;134400;134640;240;240;0;1;17;4;14;0;-2;0;0;0;0;7;134357;251;134608;251;236;7;7;66
120;4;178;continue;79;G5;0;134640;134880;240;240;0;1;15;2;14;0;0;0;0;0;0;7;134615;260;134875;260;258;7;6;67
120;4;179;continue;76;E5;0;134880;135120;240;240;0;2;17;4;14;0;1;0;0;0;0;6;134881;205;135086;205;266;6;7;76
120;4;180;stop;74;D5;0;135120;135360;240;240;0;2;15;2;14;0;0;0;0;0;0;7;135093;471;135564;471;212;7;2645;83
120;5;1;start;72;C5;1;138240;138480;240;3120;2880;1;8;4;5;0;0;0;0;0;0;2645;138209;181;138390;181;3116;2645;2;68
120;5;2;continue;69;A4;0;138480;138720;240;240;0;1;5;1;5;0;0;0;0;1;0;2;138392;282;138674;282;183;2;7;68
120;5;3;continue;67;G4;0;138720;138960;240;240;0;2;8;4;5;0;1;0;0;0;0;7;138681;288;138969;288;289;7;2;71
120;5;4;continue;64;E4;0;138960;139200;240;240;0;2;5;1;5;0;0;0;0;1;0;2;138971;278;139249;278;290;2;2;63
120;5;5;continue;67;G4;1;139200;139440;240;240;0;2;8;4;5;0;0;0;0;0;0;2;139251;231;139482;231;280;2;2;108
120;5;6;continue;64;E4;0;139440;139680;240;240;0;2;5;1;5;0;0;0;0;1;0;2;139484;265;139749;265;233;2;7;72
120;5;7;continue;62;D4;0;139680;139920;240;240;0;3;7;3;5;0;1;0;0;0;0;7;139756;254;140010;254;272;7;2;69
120;5;8;continue;60;C4;0;139920;140160;240;240;0;3;5;1;5;0;0;0;0;1;0;2;140012;230;140242;230;256;2;2;69
120;5;9;continue;62;D4;1;140160;140400;240;240;0;3;7;3;5;0;0;0;0;0;0;2;140244;235;140479;235;232;2;2;113
120;5;10;continue;60;C4;0;140400;140640;240;240;0;3;5;1;5;0;0;0;0;1;0;2;140481;230;140711;230;237;2;7;72
120;5;11;continue;57;A3;0;140640;140880;240;240;0;4;7;3;5;0;1;0;0;0;0;7;140718;242;140960;242;237;7;2;66
120;5;12;continue;55;G3;0;140880;141120;240;240;0;4;5;1;5;0;0;0;0;1;0;2;140962;223;141185;223;244;2;2;66
120;5;13;continue;57;A3;1;141120;141360;240;240;0;4;7;3;5;0;0;0;0;0;0;2;141187;301;141488;301;225;2;2;86
120;5;14;continue;55;G3;0;141360;141600;240;240;0;4;5;1;5;0;0;0;0;1;0;2;141490;173;141663;173;303;2;6;86
120;5;15;continue;52;E3;0;141600;141840;240;240;0;5;7;3;5;0;1;0;0;0;0;6;141669;204;141873;204;179;6;2;91
120;5;16;continue;50;D3;0;141840;142080;240;240;0;5;5;1;5;0;0;0;0;1;0;2;141875;243;142118;243;206;2;2;71
120;5;17;continue;52;E3;1;142080;142320;240;240;0;5;7;3;5;0;0;0;0;0;0;2;142120;202;142322;202;245;2;2;94
120;5;18;continue;50;D3;0;142320;142560;240;240;0;5;5;1;5;0;0;0;0;1;0;2;142324;263;142587;263;204;2;13;94
120;5;19;continue;48;C3;0;142560;142800;240;240;0;6;8;4;5;0;1;0;0;0;0;13;142600;223;142823;223;276;13;2;98
120;5;20;continue;45;A2;0;142800;143040;240;240;0;6;5;1;5;0;0;0;0;1;0;2;142825;106;142931;106;225;2;83;98
120;5;21;continue;57;A3;1;143040;143280;240;240;0;4;7;3;5;0;-2;0;0;0;0;83;143014;289;143303;289;189;83;2;69
120;5;22;continue;55;G3;0;143280;143520;240;240;0;4;5;1;5;0;0;0;0;1;0;2;143305;170;143475;170;291;2;2;69
120;5;23;continue;52;E3;0;143520;143760;240;240;0;5;7;3;5;0;1;0;0;0;0;2;143477;275;143752;275;172;2;2;74
120;5;24;continue;50;D3;0;143760;144000;240;240;0;5;5;1;5;0;0;0;0;1;0;2;143754;227;143981;227;277;2;6;74
120;5;25;continue;62;D4;1;144000;144240;240;240;0;3;7;3;5;0;-2;0;0;0;0;6;143987;219;144206;219;233;6;2;103
120;5;26;continue;60;C4;0;144240;144480;240;240;0;3;5;1;5;0;0;0;0;1;0;2;144208;305;144513;305;221;2;7;82
120;5;27;continue;57;A3;0;144480;144720;240;240;0;4;7;3;5;0;1;0;0;0;0;7;144520;214;144734;214;312;7;2;60
120;5;28;continue;55;G3;0;144720;144960;240;240;0;4;5;1;5;0;0;0;0;1;0;2;144736;277;145013;277;216;2;6;60
120;5;29;continue;67;G4;1;144960;145200;240;240;0;2;8;4;5;0;-2;0;0;0;0;6;145019;223;145242;223;283;6;2;101
120;5;30;continue;64;E4;0;145200;145440;240;240;0;2;5;1;5;0;0;0;0;1;0;2;145244;257;145501;257;225;2;7;69
120;5;31;continue;62;D4;0;145440;145680;240;240;0;3;7;3;5;0;1;0;0;0;0;7;145508;213;145721;213;264;7;2;80
120;5;32;continue;60;C4;0;145680;145920;240;240;0;3;5;1;5;0;0;0;0;1;0;2;145723;237;145960;237;215;2;7;48
120;5;33;continue;72;C5;1;145920;146160;240;240;0;1;8;4;5;0;-2;0;0;0;0;7;145967;208;146175;208;244;7;2;73
120;5;34;continue;69;A4;0;146160;146400;240;240;0;1;5;1;5;0;0;0;0;1;0;2;146177;254;146431;254;210;2;6;73
120;5;35;continue;67;G4;0;146400;146640;240;240;0;2;8;4;5;0;1;0;0;0;0;6;146437;191;146628;191;260;6;15;65
120;5;36;continue;64;E4;0;146640;146880;240;240;0;2;5;1;5;0;0;0;0;1;0;15;146643;253;146896;253;206;15;8;65
120;5;37;continue;74;D5;1;146880;147120;240;240;0;1;10;3;8;3;-1;0;0;0;0;8;146904;268;147172;268;261;8;2;72
120;5;38;continue;72;C5;0;147120;147360;240;240;0;1;8;1;8;0;0;0;0;1;0;2;147174;219;147393;219;270;2;7;72
120;5;39;continue;69;A4;0;147360;147600;240;240;0;2;10;3;8;0;1;0;0;0;0;7;147400;228;147628;228;226;7;2;75
120;5;40;continue;67;G4;0;147600;147840;240;240;0;2;8;1;8;0;0;0;0;1;0;2;147630;260;147890;260;230;2;2;63
120;5;41;continue;69;A4;1;147840;148080;240;240;0;2;10;3;8;0;0;0;0;0;0;2;147892;204;148096;204;262;2;2;102
120;5;42;continue;67;G4;0;148080;148320;240;240;0;2;8;1;8;0;0;0;0;1;0;2;148098;237;148335;237;206;2;2;102
120;5;43;continue;64;E4;0;148320;148560;240;240;0;3;9;3;7;-1;1;0;0;0;0;2;148337;239;148576;239;239;2;2;71
120;5;44;continue;62;D4;0;148560;148800;240;240;0;3;7;1;7;0;0;0;0;1;0;2;148578;258;148836;258;241;2;2;71
120;5;45;continue;64;E4;1;148800;149040;240;240;0;3;9;3;7;0;0;0;0;0;0;2;148838;239;149077;239;260;2;2;89
120;5;46;continue;62;D4;0;149040;149280;240;240;0;3;7;1;7;0;0;0;0;1;0;2;149079;232;149311;232;241;2;6;89
120;5;47;continue;60;C4;0;149280;149520;240;240;0;4;10;4;7;0;1;0;0;0;0;6;149317;194;149511;194;238;6;2;77
120;5;48;continue;57;A3;0;149520;149760;240;240;0;4;7;1;7;0;0;0;0;1;0;2;149513;297;149810;297;196;2;2;51
120;5;49;continue;60;C4;1;149760;150000;240;240;0;4;10;4;7;0;0;0;0;0;0;2;149812;199;150011;199;299;2;2;92
120;5;50;continue;57;A3;0;150000;150240;240;240;0;4;7;1;7;0;0;0;0;1;0;2;150013;263;150276;263;201;2;7;65
120;5;51;continue;55;G3;0;150240;150480;240;240;0;5;10;4;7;0;1;0;0;0;0;7;150283;177;150460;177;270;7;2;80
120;5;52;continue;52;E3;0;150480;150720;240;240;0;5;7;1;7;0;0;0;0;1;0;2;150462;257;150719;257;179;2;7;80
120;5;53;continue;55;G3;1;150720;150960;240;240;0;5;10;4;7;0;0;0;0;0;0;7;150726;220;150946;220;264;7;2;93
120;5;54;continue;52;E3;0;150960;151200;240;240;0;5;7;1;7;0;0;0;0;1;0;2;150948;241;151189;241;222;2;6;93
120;5;55;continue;50;D3;0;151200;151440;240;240;0;6;10;4;7;0;1;0;0;0;0;6;151195;226;151421;226;247;6;2;93
120;5;56;continue;48;C3;0;151440;151680;240;240;0;6;8;2;7;0;0;0;0;1;0;2;151423;132;151555;132;228;2;96;93
120;5;57;continue;60;C4;1;151680;151920;240;240;0;4;10;4;7;0;-2;0;0;0;0;96;151651;266;151917;266;228;96;2;84
120;5;58;continue;57;A3;0;151920;152160;240;240;0;4;7;1;7;0;0;0;0;1;0;2;151919;199;152118;199;268;2;7;84
120;5;59;continue;55;G3;0;152160;152400;240;240;0;5;10;3;7;0;1;1;0;0;0;7;152125;224;152349;224;206;7;2;103
120;5;60;continue;52;E3;0;152400;152640;240;240;0;5;7;1;7;0;0;0;0;1;0;2;152351;241;152592;241;226;2;7;65
120;5;61;continue;64;E4;1;152640;152880;240;240;0;3;9;4;7;0;-2;-1;0;0;0;7;152599;263;152862;263;248;7;2;91
120;5;62;continue;62;D4;0;152880;153120;240;240;0;3;7;1;7;0;0;0;0;1;0;2;152864;226;153090;226;265;2;7;91
120;5;63;continue;60;C4;0;153120;153360;240;240;0;4;10;3;7;0;1;1;0;0;0;7;153097;203;153300;203;233;7;2;64
120;5;64;continue;57;A3;0;153360;153600;240;240;0;4;7;1;7;0;0;0;0;1;0;2;153302;190;153492;190;205;2;104;64
120;5;65;continue;69;A4;1;153600;153840;240;240;0;2;10;3;8;1;-2;0;0;0;0;104;153596;199;153795;199;294;104;2;103
120;5;66;continue;67;G4;0;153840;154080;240;240;0;2;8;1;8;0;0;0;0;1;0;2;153797;293;154090;293;201;2;7;91
120;5;67;continue;64;E4;0;154080;154320;240;240;0;3;9;3;7;-1;1;0;0;0;0;7;154097;184;154281;184;300;7;2;70
120;5;68;continue;62;D4;0;154320;154560;240;240;0;3;7;1;7;0;0;0;0;1;0;2;154283;186;154469;186;186;2;120;70
120;5;69;continue;74;D5;1;154560;154800;240;240;0;1;10;3;8;1;-2;0;0;0;0;120;154589;183;154772;183;306;120;2;66
120;5;70;continue;72;C5;0;154800;155040;240;240;0;1;8;1;8;0;0;0;0;1;0;2;154774;279;155053;279;185;2;7;66
120;5;71;continue;69;A4;0;155040;155280;240;240;0;2;10;3;8;0;1;0;0;0;0;7;155060;161;155221;161;286;7;2;65
120;5;72;continue;67;G4;0;155280;155520;240;240;0;2;8;1;8;0;0;0;0;1;0;2;155223;189;155412;189;163;2;97;65
120;5;73;continue;76;E5;1;155520;155760;240;240;0;1;12;3;10;2;-1;0;0;0;0;97;155509;219;155728;219;286;97;2;86
120;5;74;continue;74;D5;0;155760;156000;240;240;0;1;10;1;10;0;0;0;0;1;0;2;155730;248;155978;248;221;2;6;57
120;5;75;continue;72;C5;0;156000;156240;240;240;0;2;13;4;10;0;1;0;0;0;0;6;155984;190;156174;190;254;6;19;72
120;5;76;continue;69;A4;0;156240;156480;240;240;0;2;10;1;10;0;0;0;0;1;0;19;156193;248;156441;248;209;19;2;72
120;5;77;continue;72;C5;1;156480;156720;240;240;0;2;13;4;10;0;0;0;0;0;0;2;156443;234;156677;234;250;2;2;110
120;5;78;continue;69;A4;0;156720;156960;240;240;0;2;10;1;10;0;0;0;0;1;0;2;156679;257;156936;257;236;2;7;73
120;5;79;continue;67;G4;0;156960;157200;240;240;0;3;12;3;9;-1;1;1;0;0;0;7;156943;196;157139;196;264;7;2;82
120;5;80;continue;64;E4;0;157200;157440;240;240;0;3;9;1;9;0;0;0;0;1;0;2;157141;267;157408;267;198;2;2;56
120;5;81;continue;67;G4;1;157440;157680;240;240;0;3;12;3;9;0;0;1;0;0;0;2;157410;199;157609;199;269;2;2;107
120;5;82;continue;64;E4;0;157680;157920;240;240;0;3;9;1;9;0;0;0;0;1;0;2;157611;250;157861;250;201;2;2;96
120;5;83;continue;62;D4;0;157920;158160;240;240;0;4;12;3;9;0;1;1;0;0;0;2;157863;282;158145;282;252;2;2;63
120;5;84;continue;60;C4;0;158160;158400;240;240;0;4;10;1;10;1;0;0;0;1;0;2;158147;236;158383;236;284;2;2;63
120;5;85;continue;62;D4;1;158400;158640;240;240;0;4;12;3;10;0;0;0;0;0;0;2;158385;208;158593;208;238;2;2;100
120;5;86;continue;60;C4;0;158640;158880;240;240;0;4;10;1;10;0;0;0;0;1;0;2;158595;293;158888;293;210;2;7;86
120;5;87;continue;57;A3;0;158880;159120;240;240;0;5;12;3;10;0;1;0;0;0;0;7;158895;229;159124;229;300;7;2;80
120;5;88;continue;55;G3;0;159120;159360;240;240;0;5;10;1;10;0;0;0;0;1;0;2;159126;237;159363;237;231;2;2;66
120;5;89;continue;57;A3;1;159360;159600;240;240;0;5;12;3;10;0;0;0;0;0;0;2;159365;225;159590;225;239;2;2;100
120;5;90;continue;55;G3;0;159600;159840;240;240;0;5;10;1;10;0;0;0;0;1;0;2;159592;279;159871;279;227;2;7;88
120;5;91;continue;52;E3;0;159840;160080;240;240;0;6;12;3;10;0;1;0;0;0;0;7;159878;193;160071;193;286;7;2;85
120;5;92;continue;50;D3;0;160080;160320;240;240;0;6;10;1;10;0;0;0;0;1;0;2;160073;162;160235;162;195;2;78;85
120;5;93;continue;62;D4;1;160320;160560;240;240;0;4;12;3;10;0;-2;0;0;0;0;78;160313;217;160530;217;240;78;2;101
120;5;94;continue;60;C4;0;160560;160800;240;240;0;4;10;1;10;0;0;0;0;1;0;2;160532;280;160812;280;219;2;6;96
120;5;95;continue;57;A3;0;160800;161040;240;240;0;5;12;3;10;0;1;0;0;0;0;6;160818;251;161069;251;286;6;2;95
120;5;96;continue;55;G3;0;161040;161280;240;240;0;5;10;1;10;0;0;0;0;1;0;2;161071;161;161232;161;253;2;59;95
120;5;97;continue;67;G4;1;161280;161520;240;240;0;3;12;3;9;-1;-2;1;0;0;0;59;161291;211;161502;211;220;59;2;79
120;5;98;continue;64;E4;0;161520;161760;240;240;0;3;9;1;9;0;0;0;0;1;0;2;161504;259;161763;259;213;2;7;79
120;5;99;continue;62;D4;0;161760;162000;240;240;0;4;12;3;10;1;1;0;0;0;0;7;161770;170;161940;170;266;7;2;66
120;5;100;continue;60;C4;0;162000;162240;240;240;0;4;10;1;10;0;0;0;0;1;0;2;161942;272;162214;272;172;2;7;66
120;5;101;continue;72;C5;1;162240;162480;240;240;0;2;13;4;10;0;-2;0;0;0;0;7;162221;268;162489;268;279;7;2;89
120;5;102;continue;69;A4;0;162480;162720;240;240;0;2;10;1;10;0;0;0;0;1;0;2;162491;248;162739;248;270;2;7;89
120;5;103;continue;67;G4;0;162720;162960;240;240;0;3;12;3;9;-1;1;1;0;0;0;7;162746;212;162958;212;255;7;2;85
120;5;104;continue;64;E4;0;162960;163200;240;240;0;3;9;1;9;0;0;0;0;1;0;2;162960;267;163227;267;214;2;7;85
120;5;105;continue;76;E5;1;163200;163440;240;240;0;1;12;3;10;1;-2;0;0;0;0;7;163234;231;163465;231;274;7;2;70
120;5;106;continue;74;D5;0;163440;163680;240;240;0;1;10;1;10;0;0;0;0;1;0;2;163467;222;163689;222;233;2;37;70
120;5;107;continue;72;C5;0;163680;163920;240;240;0;2;13;4;10;0;1;0;0;0;0;37;163726;172;163898;172;259;37;2;62
120;5;108;continue;69;A4;0;163920;164160;240;240;0;2;10;1;10;0;0;0;0;1;0;2;163900;206;164106;206;174;2;109;62
120;5;109;continue;79;G5;1;164160;164400;240;240;0;1;15;4;12;2;-1;0;0;0;0;109;164215;222;164437;222;315;109;2;88
120;5;110;continue;76;E5;0;164400;164640;240;240;0;1;12;1;12;0;0;0;0;1;0;2;164439;249;164688;249;224;2;7;49
120;5;111;continue;74;D5;0;164640;164880;240;240;0;2;15;4;12;0;1;0;0;0;0;7;164695;216;164911;216;256;7;2;63
120;5;112;continue;72;C5;0;164880;165120;240;240;0;2;13;1;12;0;0;1;0;1;0;2;164913;117;165030;117;218;2;109;63
120;5;113;continue;74;D5;1;165120;165360;240;240;0;2;15;4;12;0;0;0;0;0;0;109;165139;230;165369;230;226;109;2;97
120;5;114;continue;72;C5;0;165360;165600;240;240;0;2;13;2;12;0;0;0;0;1;0;2;165371;233;165604;233;232;2;2;80
120;5;115;continue;69;A4;0;165600;165840;240;240;0;3;14;3;12;0;1;0;0;0;0;2;165606;250;165856;250;235;2;2;75
120;5;116;continue;67;G4;0;165840;166080;240;240;0;3;12;1;12;0;0;0;0;1;0;2;165858;255;166113;255;252;2;2;57
120;5;117;continue;69;A4;1;166080;166320;240;240;0;3;14;3;12;0;0;0;0;0;0;2;166115;212;166327;212;257;2;2;110
120;5;118;continue;67;G4;0;166320;166560;240;240;0;3;12;1;12;0;0;0;0;1;0;2;166329;254;166583;254;214;2;7;100
120;5;119;continue;64;E4;0;166560;166800;240;240;0;4;14;3;12;0;1;0;0;0;0;7;166590;248;166838;248;261;7;2;74
120;5;120;continue;62;D4;0;166800;167040;240;240;0;4;12;1;12;0;0;0;0;1;0;2;166840;231;167071;231;250;2;2;74
120;5;121;continue;64;E4;1;167040;167280;240;240;0;4;14;3;12;0;0;0;0;0;0;2;167073;242;167315;242;233;2;2;101
120;5;122;continue;62;D4;0;167280;167520;240;240;0;4;12;1;12;0;0;0;0;1;0;2;167317;236;167553;236;244;2;7;86
120;5;123;continue;60;C4;0;167520;167760;240;240;0;5;15;4;12;0;1;0;0;0;0;7;167560;203;167763;203;243;7;2;88
120;5;124;continue;57;A3;0;167760;168000;240;240;0;5;12;1;12;0;0;0;0;1;0;2;167765;286;168051;286;205;2;2;73
120;5;125;continue;60;C4;1;168000;168240;240;240;0;5;15;4;12;0;0;0;0;0;0;2;168053;215;168268;215;288;2;2;94
120;5;126;continue;57;A3;0;168240;168480;240;240;0;5;12;1;12;0;0;0;0;1;0;2;168270;258;168528;258;217;2;7;94
120;5;127;continue;55;G3;0;168480;168720;240;240;0;6;15;4;12;0;1;0;0;0;0;7;168535;166;168701;166;265;7;2;84
120;5;128;continue;52;E3;0;168720;168960;240;240;0;6;12;1;12;0;0;0;0;1;0;2;168703;269;168972;269;168;2;6;84
120;5;129;continue;64;E4;1;168960;169200;240;240;0;4;14;3;12;0;-2;0;0;0;0;6;168978;277;169255;277;275;6;2;84
120;5;130;continue;62;D4;0;169200;169440;240;240;0;4;12;1;12;0;0;0;0;1;0;2;169257;196;169453;196;279;2;6;84
120;5;131;continue;60;C4;0;169440;169680;240;240;0;5;15;4;12;0;1;0;0;0;0;6;169459;234;169693;234;202;6;2;95
120;5;132;continue;57;A3;0;169680;169920;240;240;0;5;12;1;12;0;0;0;0;1;0;2;169695;235;169930;235;236;2;7;95
120;5;133;continue;69;A4;1;169920;170160;240;240;0;3;14;3;12;0;-2;0;0;0;0;7;169937;278;170215;278;242;7;2;100
120;5;134;continue;67;G4;0;170160;170400;240;240;0;3;12;1;12;0;0;0;0;1;0;2;170217;214;170431;214;280;2;7;100
120;5;135;continue;64;E4;0;170400;170640;240;240;0;4;14;3;12;0;1;0;0;0;0;7;170438;194;170632;194;221;7;2;60
120;5;136;continue;62;D4;0;170640;170880;240;240;0;4;12;1;12;0;0;0;0;1;0;2;170634;208;170842;208;196;2;85;60
120;5;137;continue;74;D5;1;170880;171120;240;240;0;2;15;4;12;0;-2;0;0;0;0;85;170927;249;171176;249;293;85;2;81
120;5;138;continue;72;C5;0;171120;171360;240;240;0;2;13;2;12;0;0;0;0;1;0;2;171178;107;171285;107;251;2;92;81
120;5;139;continue;69;A4;0;171360;171600;240;240;0;3;14;3;12;0;1;0;0;0;0;92;171377;211;171588;211;199;92;2;80
120;5;140;continue;67;G4;0;171600;171840;240;240;0;3;12;1;12;0;0;0;0;1;0;2;171590;163;171753;163;213;2;107;80
120;5;141;continue;79;G5;1;171840;172080;240;240;0;1;15;4;12;0;-2;0;0;0;0;107;171860;201;172061;201;270;107;9;73
120;5;142;continue;76;E5;0;172080;172320;240;240;0;1;12;1;12;0;0;0;0;1;0;9;172070;255;172325;255;210;9;8;73
120;5;143;continue;74;D5;0;172320;172560;240;240;0;2;15;4;12;0;1;0;0;0;0;8;172333;189;172522;189;263;8;2;65
120;5;144;continue;72;C5;0;172560;172800;240;240;0;2;13;2;12;0;0;0;0;1;0;2;172524;148;172672;148;191;2;195;65
120;5;145;continue;81;A5;1;172800;173040;240;240;0;1;17;4;14;2;-1;0;0;0;0;195;172867;212;173079;212;343;195;2;86
120;5;146;continue;79;G5;0;173040;173280;240;240;0;1;15;2;14;0;0;0;0;1;0;2;173081;265;173346;265;214;2;7;61
120;5;147;continue;76;E5;0;173280;173520;240;240;0;2;17;4;14;0;1;0;0;0;0;7;173353;210;173563;210;272;7;2;93
120;5;148;continue;74;D5;0;173520;173760;240;240;0;2;15;2;14;0;0;0;0;1;0;2;173565;218;173783;218;212;2;2;64
120;5;149;continue;76;E5;1;173760;174000;240;240;0;2;17;4;14;0;0;0;0;0;0;2;173785;248;174033;248;220;2;2;108
